"Zipcode","Area","Province or city"
"3017","Bulacan","Bulacan"
"3018","Bocaue","Bulacan"
"3019","Marilao","Bulacan"
"3020","Meycauayan","Bulacan"
"3021","Obando","Bulacan"
"3022","Santa Maria","Bulacan"
"3023","San Jose del Monte","Bulacan"
"3024","Sapang Palay","Bulacan"
"3100","Cabanatuan","Nueva Ecija"
"3101","Santa Rosa","Nueva Ecija"
"3102","San Leonardo","Nueva Ecija"
"3103","Peñaranda","Nueva Ecija"
"3104","General Tinio","Nueva Ecija"
"3105","Gapan","Nueva Ecija"
"3106","San Isidro","Nueva Ecija"
"3107","Cabiao","Nueva Ecija"
"3108","San Antonio","Nueva Ecija"
"3109","Jaen","Nueva Ecija"
"3110","Zaragoza","Nueva Ecija"
"3111","Aliaga","Nueva Ecija"
"3112","Licab","Nueva Ecija"
"3113","Quezon","Nueva Ecija"
"3114","Talavera","Nueva Ecija"
"3115","Guimba","Nueva Ecija"
"3116","Nampicuan","Nueva Ecija"
"3117","Cuyapo","Nueva Ecija"
"3118","Talugtug","Nueva Ecija"
"3119","Muñoz","Nueva Ecija"
"3120","Central Luzon State University","Nueva Ecija"
"3121","San Jose","Nueva Ecija"
"3122","Lupao","Nueva Ecija"
"3123","Carrangalan","Nueva Ecija"
"3124","Pantabangan","Nueva Ecija"
"3125","General Mamerto Natividad","Nueva Ecija"
"3126","Llanera","Nueva Ecija"
"3127","Rizal","Nueva Ecija"
"3128","Bongabon","Nueva Ecija"
"3129","Laur","Nueva Ecija"
"3130","Fort Magsaysay","Nueva Ecija"
"3131","Gabaldon","Nueva Ecija"
"3132","Palayan","Nueva Ecija"
"3133","Santo Domingo","Nueva Ecija"
"3200","Baler","Aurora"
"3201","San Luis","Aurora"
"3202","Maria Aurora","Aurora"
"3203","Dipaculao","Aurora"
"3204","Casiguran","Aurora"
"3205","Dilasag","Aurora"
"3206","Dinalungan","Aurora"
"3207","Dingalan","Aurora"
"3300","Ilagan","Isabela"
"3301","Gamu","Isabela"
"3302","Naguillan","Isabela"
"3303","Reina Mercedes","Isabela"
"3304","Luna","Isabela"
"3305","Cauayan","Isabela"
"3306","Alicia","Isabela"
"3307","Angadanan","Isabela"
"3308","San Guillermo","Isabela"
"3309","Echague","Isabela"
"3310","San Isidro","Isabela"
"3311","Santiago","Isabela"
"3312","Cordon","Isabela"
"3313","Jones","Isabela"
"3314","San Agustin","Isabela"
"3315","Cabatuan","Isabela"
"3316","Aurora","Isabela"
"3317","San Manuel (Callang)","Isabela"
"3318","San Mateo","Isabela"
"3319","Ramon","Isabela"
"3320","Roxas","Isabela"
"3321","Quirino","Isabela"
"3322","Burgos","Isabela"
"3323","Mallig","Isabela"
"3324","Quezon","Isabela"
"3325","Tumauini","Isabela"
"3326","Delfin Albano","Isabela"
"3327","Santo Tomas","Isabela"
"3328","Cabagan","Isabela"
"3329","San Pablo","Isabela"
"3330","Santa Maria","Isabela"
"3331","Benito Soliven","Isabela"
"3332","San Mariano","Isabela"
"3333","Maconacon","Isabela"
"3334","Palanan","Isabela"
"3335","Divilacan","Isabela"
"3336","Dinapigue","Isabela"
"3400","Cabarroguis","Quirino"
"3401","Diffun","Quirino"
"3402","Saguday","Quirino"
"3403","Aglipay","Quirino"
"3404","Maddela","Quirino"
"3405","Nagtipunan (Abbag)","Quirino"
"3500","Tuguegarao","Cagayan"
"3501","Enrile","Cagayan"
"3502","Peñablanca","Cagayan"
"3503","Solana","Cagayan"
"3504","Iguig","Cagayan"
"3505","Amulung","Cagayan"
"3506","Baggao","Cagayan"
"3507","Alcala","Cagayan"
"3508","Gattaran","Cagayan"
"3509","Lal-Lo","Cagayan"
"3510","Camalaniugan","Cagayan"
"3511","Buguey","Cagayan"
"3512","Santa Teresita","Cagayan"
"3513","Gonzaga","Cagayan"
"3514","Santa Ana","Cagayan"
"3515","Aparri","Cagayan"
"3516","Ballesteros","Cagayan"
"3517","Abulug","Cagayan"
"3518","Sanchez-Mira","Cagayan"
"3519","Claveria","Cagayan"
"3520","Calayan","Cagayan"
"3521","Santa Praxedes","Cagayan"
"3522","Pamplona","Cagayan"
"3523","Allacapan","Cagayan"
"3524","Lasam","Cagayan"
"3525","Santo Niño","Cagayan"
"3526","Rizal","Cagayan"
"3527","Piat","Cagayan"
"3528","Tuao","Cagayan"
"3600","Lagawe","Ifugao"
"3601","Banaue","Ifugao"
"3602","Mayoyao (Mayaoyao)","Ifugao"
"3603","Hungduan","Ifugao"
"3604","Kiangan","Ifugao"
"3605","Lamut","Ifugao"
"3606","Aguinaldo","Ifugao"
"3607","Hingyon","Ifugao"
"3608","Alfonso Lista (Potia)","Ifugao"
"3609","Tinoc","Ifugao"
"3610","Asipulo","Ifugao"
"3700","Bayombong","Nueva Vizcaya"
"3701","Ambaguio","Nueva Vizcaya"
"3702","Bambang","Nueva Vizcaya"
"3703","Kasibu","Nueva Vizcaya"
"3704","Aritao","Nueva Vizcaya"
"3705","Santa Fe (Imugan)","Nueva Vizcaya"
"3706","Dupax del Norte","Nueva Vizcaya"
"3707","Dupax del Sur","Nueva Vizcaya"
"3708","Kayapa","Nueva Vizcaya"
"3709","Solano","Nueva Vizcaya"
"3710","Villa Verde (Ibung)","Nueva Vizcaya"
"3711","Bagabag","Nueva Vizcaya"
"3712","Diadi","Nueva Vizcaya"
"3713","Quezon","Nueva Vizcaya"
"3714","Alfonso Castañeda","Nueva Vizcaya"
"3800","Tabuk","Kalinga"
"3801","Balbalan","Kalinga"
"3802","Lubuagan","Kalinga"
"3803","Pasil","Kalinga"
"3804","Tinglayan","Kalinga"
"3805","Tanudan","Kalinga"
"3806","Pinukpuk","Kalinga"
"3807","Conner","Apayao"
"3808","Rizal (Liwan)","Kalinga"
"3809","Kabugao","Apayao"
"3810","Flora","Apayao"
"3811","Santa Marcela","Apayao"
"3812","Pudtol","Apayao"
"3813","Luna","Apayao"
"3814","Calanasan (Bayag)","Apayao"
"3900","Basco","Batanes"
"3901","Mahatao","Batanes"
"3902","Ivana","Batanes"
"3903","Uyugan","Batanes"
"3904","Sabtang","Batanes"
"3905","Itbayat","Batanes"
"4000","San Pablo","Laguna"
"4001","Alaminos","Laguna"
"4002","Nagcarlan","Laguna"
"4003","Rizal","Laguna"
"4004","Liliw","Laguna"
"4005","Majayjay","Laguna"
"4006","Botocan, Magdalena","Laguna"
"4007","Magdalena","Laguna"
"4008","Pagsanjan","Laguna"
"4009","Santa Cruz","Laguna"
"4010","Pila","Laguna"
"4011","Victoria","Laguna"
"4012","Calauan","Laguna"
"4013","Cavinti","Laguna"
"4014","Lumban","Laguna"
"4015","Kalayaan","Laguna"
"4016","Paete","Laguna"
"4017","Pakil","Laguna"
"4018","Pangil","Laguna"
"4019","Siniloan","Laguna"
"4020","Mabitac","Laguna"
"4021","Famy","Laguna"
"4022","Santa Maria","Laguna"
"4023","San Pedro","Laguna"
"4024","Biñan","Laguna"
"4025","Cabuyao","Laguna"
"4026","Santa Rosa","Laguna"
"4027","Calamba","Laguna"
"4028","Canlubang, Calamba","Laguna"
"4029","Camp Vicente Lim, Calamba","Laguna"
"4030","Los Baños","Laguna"
"4031","University of the Philippines Los Baños","Laguna"
"4032","Luisiana","Laguna"
"4033","Bay","Laguna"
"4100","Cavite City","Cavite"
"4101","Sangley Point Naval Base, Cavite City","Cavite"
"4102","Bacoor","Cavite"
"4103","Imus","Cavite"
"4104","Kawit","Cavite"
"4105","Noveleta","Cavite"
"4106","Rosario","Cavite"
"4107","General Trias","Cavite"
"4108","Tanza","Cavite"
"4109","Trece Martires","Cavite"
"4110","Naic","Cavite"
"4111","Ternate","Cavite"
"4112","Maragondon","Cavite"
"4113","Magallanes","Cavite"
"4114","Dasmariñas","Cavite"
"4115","Dasmariñas Resettlement Area, Dasmariñas","Cavite"
"4116","Carmona","Cavite"
"4117","General Mariano Alvarez","Cavite"
"4118","Silang","Cavite"
"4119","Amadeo","Cavite"
"4120","Tagaytay","Cavite"
"4121","Mendez (Mendez-Nuñez)","Cavite"
"4122","Indang","Cavite"
"4123","Alfonso","Cavite"
"4124","General Emilio Aguinaldo (Bailen)","Cavite"
"4125","Corregidor Island, Cavite City","Cavite"
"4126","First Cavite Industrial Estate, Dasmariñas","Cavite"
"4200","Batangas City","Batangas"
"4201","Bauan","Batangas"
"4202","Mabini","Batangas"
"4203","Tingloy","Batangas"
"4204","San Pascual","Batangas"
"4205","Alitagtag","Batangas"
"4206","Santa Teresita","Batangas"
"4207","San Nicolas","Batangas"
"4208","Taal","Batangas"
"4209","Lemery","Batangas"
"4210","San Luis","Batangas"
"4211","Agoncillo","Batangas"
"4212","Calaca","Batangas"
"4213","Balayan","Batangas"
"4214","Tuy","Batangas"
"4215","Calatagan","Batangas"
"4216","Lian","Batangas"
"4217","Lipa","Batangas"
"4218","Fernando Air Base, Lipa","Batangas"
"4219","Balete","Batangas"
"4220","Talisay","Batangas"
"4221","Laurel","Batangas"
"4222","Cuenca","Batangas"
"4223","Mataas na Kahoy","Batangas"
"4224","Padre Garcia","Batangas"
"4225","Rosario","Batangas"
"4226","San Juan","Batangas"
"4227","San Jose","Batangas"
"4228","Taysan","Batangas"
"4229","Lobo","Batangas"
"4230","Ibaan","Batangas"
"4231","Nasugbu","Batangas"
"4232","Tanauan","Batangas"
"4233","Malvar","Batangas"
"4234","Santo Tomas","Batangas"
"4300","Quezon Provincial Capitol","Quezon"
"4301","Lucena","Quezon"
"4302","Pagbilao","Quezon"
"4303","Padre Burgos","Quezon"
"4304","Agdangan","Quezon"
"4305","Unisan","Quezon"
"4306","Plaridel","Quezon"
"4307","Gumaca","Quezon"
"4308","Pitogo","Quezon"
"4309","Macalelon","Quezon"
"4310","General Luna","Quezon"
"4311","Catanauan","Quezon"
"4312","Mulanay","Quezon"
"4313","San Narciso","Quezon"
"4314","San Andres","Quezon"
"4315","San Francisco (Aurora)","Quezon"
"4316","Lopez","Quezon"
"4317","Hondagua, Lopez","Quezon"
"4318","Calauag","Quezon"
"4319","Guinayangan","Quezon"
"4320","Buenavista","Quezon"
"4321","Tagkawayan","Quezon"
"4322","Sariaya","Quezon"
"4323","Candelaria","Quezon"
"4324","San Antonio","Quezon"
"4325","Tiaong","Quezon"
"4326","Dolores","Quezon"
"4327","Tayabas","Quezon"
"4328","Lucban","Quezon"
"4329","Sampaloc","Quezon"
"4330","Mauban","Quezon"
"4331","Atimonan","Quezon"
"4332","Quezon","Quezon"
"4333","Alabat","Quezon"
"4334","Perez","Quezon"
"4335","Real","Quezon"
"4336","Infanta","Quezon"
"4337","Panukulan","Quezon"
"4338","General Nakar","Quezon"
"4339","Polillo","Quezon"
"4340","Burdeos","Quezon"
"4341","Patnanungan","Quezon"
"4342","Jomalig","Quezon"
"4400","Naga","Camarines Sur"
"4401","Camaligan","Camarines Sur"
"4402","Canaman","Camarines Sur"
"4403","Magarao","Camarines Sur"
"4404","Bombon","Camarines Sur"
"4405","Calabanga","Camarines Sur"
"4406","Cabusao","Camarines Sur"
"4407","Libmanan","Camarines Sur"
"4408","Sipocot","Camarines Sur"
"4409","Lupi","Camarines Sur"
"4410","Ragay","Camarines Sur"
"4411","Del Gallego","Camarines Sur"
"4412","Gainza","Camarines Sur"
"4413","Milaor","Camarines Sur"
"4414","Minalabac","Camarines Sur"
"4415","San Fernando","Camarines Sur"
"4416","Pamplona","Camarines Sur"
"4417","Pasacao","Camarines Sur"
"4418","Pili","Camarines Sur"
"4419","Ocampo","Camarines Sur"
"4420","Tigaon","Camarines Sur"
"4421","Sagñay","Camarines Sur"
"4422","Goa","Camarines Sur"
"4423","San Jose","Camarines Sur"
"4424","Presentacion","Camarines Sur"
"4425","Lagonoy","Camarines Sur"
"4426","Tinambac","Camarines Sur"
"4427","Siruma","Camarines Sur"
"4428","Garchitorena","Camarines Sur"
"4429","Caramoan","Camarines Sur"
"4430","Bula","Camarines Sur"
"4431","Iriga","Camarines Sur"
"4432","Baao","Camarines Sur"
"4433","Buhi","Camarines Sur"
"4434","Nabua","Camarines Sur"
"4435","Bato","Camarines Sur"
"4436","Balatan","Camarines Sur"
"4500","Legazpi","Albay"
"4501","Daraga (Locsin)","Albay"
"4502","Camalig","Albay"
"4503","Guinobatan","Albay"
"4504","Ligao","Albay"
"4505","Oas","Albay"
"4506","Polangui","Albay"
"4507","Libon","Albay"
"4508","Santo Domingo","Albay"
"4509","Bacacay","Albay"
"4510","Malilipot","Albay"
"4511","Tabaco","Albay"
"4512","Malinao","Albay"
"4513","Tiwi","Albay"
"4514","Manito","Albay"
"4515","Jovellar","Albay"
"4516","Pio Duran (Malacbalac)","Albay"
"4517","Rapu-Rapu","Albay"
"4600","Daet","Camarines Norte"
"4601","Mercedes","Camarines Norte"
"4602","Talisay","Camarines Norte"
"4603","Vinzons","Camarines Norte"
"4604","Labo","Camarines Norte"
"4605","Paracale","Camarines Norte"
"4606","Jose Panganiban","Camarines Norte"
"4607","Capalonga","Camarines Norte"
"4608","Basud","Camarines Norte"
"4609","San Vicente","Camarines Norte"
"4610","San Lorenzo Ruiz","Camarines Norte"
"4611","Santa Elena","Camarines Norte"
"4612","Tulay-na-Lupa","Camarines Norte"
"4700","Sorsogon City","Sorsogon"
"4701","Bacon","Sorsogon"
"4702","Casiguran","Sorsogon"
"4703","Juban","Sorsogon"
"4704","Bulusan","Sorsogon"
"4705","Magallanes","Sorsogon"
"4706","Bulan","Sorsogon"
"4707","Irosin","Sorsogon"
"4708","Matnog","Sorsogon"
"4709","Santa Magdalena","Sorsogon"
"4710","Gubat","Sorsogon"
"4711","Prieto Diaz","Sorsogon"
"4712","Barcelona","Sorsogon"
"4713","Castilla","Sorsogon"
"4714","Pilar","Sorsogon"
"4715","Donsol","Sorsogon"
"4800","Virac","Catanduanes"
"4801","Bato","Catanduanes"
"4802","San Miguel","Catanduanes"
"4803","Baras","Catanduanes"
"4804","Gigmoto","Catanduanes"
"4805","Viga","Catanduanes"
"4806","Panganiban","Catanduanes"
"4807","Bagamanoc","Catanduanes"
"4808","Caramoran","Catanduanes"
"4809","Pandan","Catanduanes"
"4810","San Andres","Catanduanes"
"4900","Boac","Marinduque"
"4901","Mogpog","Marinduque"
"4902","Santa Cruz","Marinduque"
"4903","Torrijos","Marinduque"
"4904","Buenavista","Marinduque"
"4905","Gasan","Marinduque"
"5000","Iloilo City","Iloilo"
"5001","Pavia","Iloilo"
"5002","Santa Barbara","Iloilo"
"5003","Leganes","Iloilo"
"5004","Zarraga","Iloilo"
"5005","New Lucena","Iloilo"
"5006","Dumangas","Iloilo"
"5007","Barotac Nuevo","Iloilo"
"5008","Pototan","Iloilo"
"5009","Anilao","Iloilo"
"5010","Banate","Iloilo"
"5011","Barotac Viejo","Iloilo"
"5012","Ajuy","Iloilo"
"5013","Concepcion","Iloilo"
"5014","Sara","Iloilo"
"5015","San Dionisio","Iloilo"
"5016","Batad","Iloilo"
"5017","Estancia","Iloilo"
"5018","Balasan","Iloilo"
"5019","Carles","Iloilo"
"5020","Oton","Iloilo"
"5021","Tigbauan","Iloilo"
"5022","Guimbal","Iloilo"
"5023","Miagao","Iloilo"
"5024","San Joaquin","Iloilo"
"5025","San Miguel","Iloilo"
"5026","Leon","Iloilo"
"5027","Tubungan","Iloilo"
"5028","Alimodian","Iloilo"
"5029","Igbaras","Iloilo"
"5030","Maasin","Iloilo"
"5031","Cabatuan","Iloilo"
"5032","Mina","Iloilo"
"5033","Badiangan","Iloilo"
"5034","Janiuay","Iloilo"
"5035","Dingle","Iloilo"
"5036","San Enrique","Iloilo"
"5037","Passi","Iloilo"
"5038","Duenas","Iloilo"
"5039","San Rafael","Iloilo"
"5040","Calinog","Iloilo"
"5041","Bingawan","Iloilo"
"5042","Lambunao","Iloilo"
"5043","Lemery","Iloilo"
"5044","Buenavista","Guimaras"
"5045","Jordan","Guimaras"
"5046","Nueva Valencia","Guimaras"
"5047","San Lorenzo","Guimaras"
"5048","Sibunag","Guimaras"
"5100","San Jose","Occidental Mindoro"
"5101","Magsaysay","Occidental Mindoro"
"5102","Calintaan","Occidental Mindoro"
"5103","Rizal","Occidental Mindoro"
"5104","Sablayan","Occidental Mindoro"
"5105","Santa Cruz","Occidental Mindoro"
"5106","Mamburao","Occidental Mindoro"
"5107","Paluan","Occidental Mindoro"
"5108","Abra de Ilog","Occidental Mindoro"
"5109","Lubang","Occidental Mindoro"
"5110","Tilik","Occidental Mindoro"
"5111","Looc","Occidental Mindoro"
"5200","Calapan","Oriental Mindoro"
"5201","Baco","Oriental Mindoro"
"5202","San Teodoro","Oriental Mindoro"
"5203","Puerto Galera","Oriental Mindoro"
"5204","Naujan","Oriental Mindoro"
"5205","Victoria","Oriental Mindoro"
"5206","Pola","Oriental Mindoro"
"5207","Socorro","Oriental Mindoro"
"5208","Pinamalayan","Oriental Mindoro"
"5209","Gloria","Oriental Mindoro"
"5210","Bansud","Oriental Mindoro"
"5211","Bongabong","Oriental Mindoro"
"5212","Roxas","Oriental Mindoro"
"5213","Mansalay","Oriental Mindoro"
"5214","Bulalacao","Oriental Mindoro"
"5300","Puerto Princesa","Palawan"
"5301","Iwahig Penal Colony","Palawan"
"5302","Aborlan","Palawan"
"5303","Narra (Panacan)","Palawan"
"5304","Quezon","Palawan"
"5305","Brooke's Point","Palawan"
"5306","Bataraza","Palawan"
"5307","Balabac","Palawan"
"5308","Roxas","Palawan"
"5309","San Vicente","Palawan"
"5310","Dumaran","Palawan"
"5311","Araceli","Palawan"
"5312","Taytay","Palawan"
"5313","El Nido (Bacuit)","Palawan"
"5314","Linapacan","Palawan"
"5315","Culion","Palawan"
"5316","Coron","Palawan"
"5317","Busuanga","Palawan"
"5318","Cuyo","Palawan"
"5319","Magsaysay","Palawan"
"5320","Agutaya","Palawan"
"5321","Cagayancillo","Palawan"
"5322","Kalayaan (Spratly Islands)","Palawan"
"5400","Masbate City","Masbate"
"5401","Mobo","Masbate"
"5402","Uson","Masbate"
"5403","Dimasalang","Masbate"
"5404","Palanas","Masbate"
"5405","Cataingan","Masbate"
"5406","Pio V. Corpuz","Masbate"
"5407","Esperanza","Masbate"
"5408","Placer","Masbate"
"5409","Cawayan","Masbate"
"5410","Milagros","Masbate"
"5411","Mandaon","Masbate"
"5412","Balud","Masbate"
"5413","Baleno","Masbate"
"5414","Aroroy","Masbate"
"5415","Batuan","Masbate"
"5416","San Fernando","Masbate"
"5417","San Jacinto","Masbate"
"5418","Monreal","Masbate"
"5419","Claveria","Masbate"
"5420","San Pascual","Masbate"
"5421","Buenavista","Masbate"
"5500","Romblon","Romblon"
"5501","San Agustin","Romblon"
"5502","Santa Maria (Imelda)","Romblon"
"5503","Calatrava","Romblon"
"5504","San Andres","Romblon"
"5505","Odiongan","Romblon"
"5506","Ferrol","Romblon"
"5507","Looc","Romblon"
"5508","Santa Fe","Romblon"
"5509","Alcantara","Romblon"
"5510","San Jose","Romblon"
"5511","Magdiwang","Romblon"
"5512","Cajidiocan","Romblon"
"5513","San Fernando","Romblon"
"5514","Corcuera","Romblon"
"5515","Banton (Jones)","Romblon"
"5516","Concepcion","Romblon"
"5600","Kalibo","Aklan"
"5601","Banga","Aklan"
"5602","Libacao","Aklan"
"5603","Madalag","Aklan"
"5604","Numancia","Aklan"
"5605","Lezo","Aklan"
"5606","Malinao","Aklan"
"5607","Nabas","Aklan"
"5608","Malay","Aklan"
"5609","Buruanga","Aklan"
"5610","New Washington","Aklan"
"5611","Makato","Aklan"
"5612","Tangalan","Aklan"
"5613","Ibajay","Aklan"
"5614","Balete","Aklan"
"5615","Batan","Aklan"
"5616","Altavas","Aklan"
"5700","San Jose","Antique"
"5701","Belison","Antique"
"5702","Patnongon","Antique"
"5703","Valderrama","Antique"
"5704","Bugasong","Antique"
"5705","Laua-an","Antique"
"5706","Barbaza","Antique"
"5707","Tibiao","Antique"
"5708","Culasi","Antique"
"5709","Sebaste","Antique"
"5710","Libertad","Antique"
"5711","Caluya","Antique"
"5712","Pandan","Antique"
"5713","Sibalom","Antique"
"5714","San Remigio","Antique"
"5715","Hamtic","Antique"
"5716","Tobias Fornier (Dao)","Antique"
"5717","Anini-y","Antique"
"5800","Roxas","Capiz"
"5801","Pan-ay","Capiz"
"5802","Pontevedra","Capiz"
"5803","President Roxas","Capiz"
"5804","Pilar","Capiz"
"5805","Ivisan","Capiz"
"5806","Sapian","Capiz"
"5807","Mambusao","Capiz"
"5808","Jamindan","Capiz"
"5809","Ma-ayon","Capiz"
"5810","Dao","Capiz"
"5811","Cuartero","Capiz"
"5812","Dumarao","Capiz"
"5813","Dumalag","Capiz"
"5814","Tapaz","Capiz"
"5815","Panitan","Capiz"
"5816","Sigma","Capiz"
"6000","Cebu City","Cebu"
"6001","Consolacion","Cebu"
"6002","Liloan","Cebu"
"6003","Compostela","Cebu"
"6004","Danao","Cebu"
"6005","Carmen","Cebu"
"6006","Catmon","Cebu"
"6007","Sogod","Cebu"
"6008","Borbon","Cebu"
"6009","Tabogon","Cebu"
"6010","Bogo","Cebu"
"6011","San Remigio","Cebu"
"6012","Medellin","Cebu"
"6013","Daanbantayan","Cebu"
"6014","Mandaue","Cebu"
"6015","Lapu-Lapu (Opon)","Cebu"
"6016","Mactan Airport","Cebu"
"6017","Cordova","Cebu"
"6018","San Fernando","Cebu"
"6019","Carcar","Cebu"
"6020","Sibonga","Cebu"
"6021","Argao","Cebu"
"6022","Dalaguete","Cebu"
"6023","Alcoy","Cebu"
"6024","Boljoon","Cebu"
"6025","Oslob","Cebu"
"6026","Santander","Cebu"
"6027","Samboan","Cebu"
"6028","Ginatilan","Cebu"
"6029","Malabuyoc","Cebu"
"6030","Alegria","Cebu"
"6031","Badian","Cebu"
"6032","Moalboal","Cebu"
"6033","Alcantara","Cebu"
"6034","Ronda","Cebu"
"6035","Dumanjug","Cebu"
"6036","Barili","Cebu"
"6037","Naga","Cebu"
"6038","Toledo","Cebu"
"6039","Pinamungajan","Cebu"
"6040","Aloguinsan","Cebu"
"6041","Balamban","Cebu"
"6042","Asturias","Cebu"
"6043","Tuburan","Cebu"
"6044","Tabuelan","Cebu"
"6045","Talisay","Cebu"
"6046","Minglanilla","Cebu"
"6047","Santa Fe","Cebu"
"6048","Pilar","Cebu"
"6049","Poro","Cebu"
"6050","San Francisco","Cebu"
"6051","Tudela","Cebu"
"6052","Bantayan","Cebu"
"6053","Madridejos","Cebu"
"6100","Bacolod","Negros Occidental"
"6101","Bago","Negros Occidental"
"6102","Pulupandan","Negros Occidental"
"6103","Valladolid","Negros Occidental"
"6104","San Enrique","Negros Occidental"
"6105","Pontevedra","Negros Occidental"
"6106","Hinigaran","Negros Occidental"
"6107","Binalbagan","Negros Occidental"
"6108","Himamaylan","Negros Occidental"
"6109","Ilog","Negros Occidental"
"6110","Candoni","Negros Occidental"
"6111","Kabankalan","Negros Occidental"
"6112","Cauayan","Negros Occidental"
"6113","Sipalay","Negros Occidental"
"6114","Hinoba-an","Negros Occidental"
"6115","Talisay","Negros Occidental"
"6116","Silay","Negros Occidental"
"6117","Salvador Benedicto","Negros Occidental"
"6118","Enrique B. Magalona","Negros Occidental"
"6119","Victorias","Negros Occidental"
"6120","Manapla","Negros Occidental"
"6121","Cadiz","Negros Occidental"
"6122","Sagay","Negros Occidental"
"6123","Paraiso (Fabrica)","Negros Occidental"
"6124","Escalante","Negros Occidental"
"6125","Toboso","Negros Occidental"
"6126","Calatrava","Negros Occidental"
"6127","San Carlos","Negros Occidental"
"6128","Isabela","Negros Occidental"
"6129","Murcia","Negros Occidental"
"6130","La Carlota","Negros Occidental"
"6131","La Castellana","Negros Occidental"
"6132","Moises Padilla","Negros Occidental"
"6200","Dumaguete","Negros Oriental"
"6201","Sibulan","Negros Oriental"
"6202","San Jose","Negros Oriental"
"6203","Amlan","Negros Oriental"
"6204","Tanjay","Negros Oriental"
"6205","Pamplona","Negros Oriental"
"6206","Bais","Negros Oriental"
"6207","Mabinay","Negros Oriental"
"6208","Manjuyod","Negros Oriental"
"6209","Bindoy","Negros Oriental"
"6210","Ayungon","Negros Oriental"
"6211","Tayasan","Negros Oriental"
"6212","Jimalalud","Negros Oriental"
"6213","La Libertad","Negros Oriental"
"6214","Guihulngan","Negros Oriental"
"6215","Valencia","Negros Oriental"
"6216","Bacong","Negros Oriental"
"6217","Dauin","Negros Oriental"
"6218","Zamboanguita","Negros Oriental"
"6219","Siaton","Negros Oriental"
"6220","Santa Catalina","Negros Oriental"
"6221","Bayawan","Negros Oriental"
"6222","Basay","Negros Oriental"
"6223","Canlaon","Negros Oriental"
"6224","Vallehermoso","Negros Oriental"
"6225","Siquijor","Siquijor"
"6226","Larena","Siquijor"
"6227","San Juan","Siquijor"
"6228","Lazi","Siquijor"
"6229","Maria","Siquijor"
"6230","Enrique Villanueva","Siquijor"
"6300","Tagbilaran","Bohol"
"6301","Baclayon","Bohol"
"6302","Alburquerque","Bohol"
"6303","Loay","Bohol"
"6304","Lila","Bohol"
"6305","Dimiao","Bohol"
"6306","Valencia","Bohol"
"6307","Garcia Hernandez","Bohol"
"6308","Jagna","Bohol"
"6309","Duero","Bohol"
"6310","Guindulman","Bohol"
"6311","Anda","Bohol"
"6312","Candijay","Bohol"
"6313","Mabini","Bohol"
"6314","Alicia","Bohol"
"6315","Ubay","Bohol"
"6316","Loboc","Bohol"
"6317","Bilar","Bohol"
"6318","Batuan","Bohol"
"6319","Carmen","Bohol"
"6320","Sierra Bullones","Bohol"
"6321","Pilar","Bohol"
"6322","Dagohoy","Bohol"
"6323","San Miguel","Bohol"
"6324","Trinidad","Bohol"
"6325","Talibon","Bohol"
"6326","Bien Unido","Bohol"
"6327","Loon","Bohol"
"6328","Calape","Bohol"
"6329","Tubigon","Bohol"
"6330","Clarin","Bohol"
"6331","Sagbayan","Bohol"
"6332","Inabanga","Bohol"
"6333","Buenavista","Bohol"
"6334","Jetafe","Bohol"
"6335","Antequera","Bohol"
"6336","Maribojoc","Bohol"
"6337","Corella","Bohol"
"6338","Sikatuna","Bohol"
"6339","Dauis","Bohol"
"6340","Panglao","Bohol"
"6341","Cortes","Bohol"
"6342","Balilihan","Bohol"
"6343","Catigbian","Bohol"
"6344","Danao","Bohol"
"6345","San Isidro","Bohol"
"6346","Pres. Carlos P. Garcia (Pitogo)","Bohol"
"6347","Sevilla","Bohol"
"6400","Catarman","Northern Samar"
"6401","Bobon","Northern Samar"
"6402","San Jose","Northern Samar"
"6403","Lope de Vega","Northern Samar"
"6404","Lavezares","Northern Samar"
"6405","Allen","Northern Samar"
"6406","Victoria","Northern Samar"
"6407","San Antonio","Northern Samar"
"6408","Capul","Northern Samar"
"6409","San Isidro","Northern Samar"
"6410","Biri","Northern Samar"
"6411","Laoang","Northern Samar"
"6412","Mapanas","Northern Samar"
"6413","Pambujan","Northern Samar"
"6414","Silvino Lobos","Northern Samar"
"6415","San Roque","Northern Samar"
"6416","Rosario","Northern Samar"
"6417","Mondragon","Northern Samar"
"6418","Catubig","Northern Samar"
"6419","San Vicente","Northern Samar"
"6420","Las Navas","Northern Samar"
"6421","Palapag","Northern Samar"
"6422","Gamay","Northern Samar"
"6423","Lapinig","Northern Samar"
"6500","Tacloban","Leyte"
"6501","Palo","Leyte"
"6502","Tanauan","Leyte"
"6503","Tolosa","Leyte"
"6504","Tabontabon","Leyte"
"6505","Dulag","Leyte"
"6506","Julita","Leyte"
"6507","Mayorga","Leyte"
"6508","La Paz","Leyte"
"6509","MacArthur","Leyte"
"6510","Abuyog","Leyte"
"6511","Javier","Leyte"
"6512","Mahaplag","Leyte"
"6513","Santa Fe","Leyte"
"6514","Pastrana","Leyte"
"6515","Dagami","Leyte"
"6516","Burauen","Leyte"
"6517","Alangalang","Leyte"
"6518","San Miguel","Leyte"
"6519","Barugo","Leyte"
"6520","Babatngon","Leyte"
"6521","Baybay","Leyte"
